timestamp,category,stimulus,feature_tag,rating_1to5,reaction_time_ms,concentration_ratio,alert_triggered,multi_face_ratio,multi_face_alert_triggered,reliable_trial,valid_response,display_duration_sec,user_id,trial_id,emotion,gaze_x,gaze_y,attention_time,emotion_score,engagement_score,Product Features,Eye direction
2026-08-13T11:44:23,Beverages,Gemini_Generated_Image_1m1vgm1m1vgm1m1v (2).png,Gemini_Generated_Image_1m1vgm1m1vgm1m1v (2),,,0.806,False,0.194,True,False,False,6.0,10,1063,neutral,417.09,219.37,4.84,0.5,8.06,Gemini_Generated_Image_1m1vgm1m1vgm1m1v (2),C (Neutral)
2026-08-13T11:44:30,Beverages,Gemini_Generated_Image_1m1vgm1m1vgm1m1v (1).png,Gemini_Generated_Image_1m1vgm1m1vgm1m1v (1),,,0.629,False,0.371,True,False,False,6.0,10,1064,neutral,399.21,199.47,3.77,0.5,6.29,Gemini_Generated_Image_1m1vgm1m1vgm1m1v (1),C (Neutral)
