timestamp,category,stimulus,feature_tag,rating_1to5,reaction_time_ms,concentration_ratio,alert_triggered,multi_face_ratio,multi_face_alert_triggered,reliable_trial,valid_response,display_duration_sec,user_id,trial_id,emotion,gaze_x,gaze_y,attention_time,emotion_score,engagement_score,Product Features,Eye direction
2026-08-11T12:13:36,Beverages,Gemini_Generated_Image_1m1vgm1m1vgm1m1v (2).png,Gemini_Generated_Image_1m1vgm1m1vgm1m1v (2),,,1.0,False,0.0,False,True,False,6.0,8,1055,NA,NA,NA,6.0,NA,10.0,Gemini_Generated_Image_1m1vgm1m1vgm1m1v (2),NA
2026-08-11T12:13:42,Beverages,Gemini_Generated_Image_1m1vgm1m1vgm1m1v (1).png,Gemini_Generated_Image_1m1vgm1m1vgm1m1v (1),,,1.0,False,0.0,False,True,False,6.0,8,1056,NA,NA,NA,6.0,NA,10.0,Gemini_Generated_Image_1m1vgm1m1vgm1m1v (1),NA
