timestamp,category,stimulus,feature_tag,rating_1to5,reaction_time_ms,concentration_ratio,alert_triggered,multi_face_ratio,multi_face_alert_triggered,reliable_trial,valid_response,display_duration_sec,user_id,trial_id,emotion,gaze_x,gaze_y,attention_time,emotion_score,engagement_score,Product Features,Eye direction
2026-08-13T12:11:49,Beverages,Gemini_Generated_Image_1m1vgm1m1vgm1m1v (1).png,Gemini_Generated_Image_1m1vgm1m1vgm1m1v (1),,,0.037,False,0.963,True,False,False,6.0,11,1065,neutral,404.86,220.54,0.22,0.5,0.37,Gemini_Generated_Image_1m1vgm1m1vgm1m1v (1),C (Neutral)
2026-08-13T12:11:55,Beverages,Gemini_Generated_Image_1m1vgm1m1vgm1m1v (2).png,Gemini_Generated_Image_1m1vgm1m1vgm1m1v (2),,,0.854,False,0.146,True,True,False,6.0,11,1066,surprise,387.95,221.93,5.12,0.8,8.54,Gemini_Generated_Image_1m1vgm1m1vgm1m1v (2),C (Neutral)
