timestamp,category,stimulus,feature_tag,rating_1to5,reaction_time_ms,concentration_ratio,alert_triggered,multi_face_ratio,multi_face_alert_triggered,reliable_trial,valid_response,display_duration_sec,user_id,trial_id,attention_time,engagement_score,Product Features,emotion,emotion_score,gaze_x,gaze_y,Eye direction
2026-08-26T11:31:56,Beverages,Gemini_Generated_Image_1m1vgm1m1vgm1m1v (2).png,Gemini_Generated_Image_1m1vgm1m1vgm1m1v (2),,,1.0,False,0.0,False,True,False,6.0,12,1075,6.0,10.0,Gemini_Generated_Image_1m1vgm1m1vgm1m1v (2),neutral,0.5,411.07,194.85,C (Neutral)
2026-08-26T11:32:02,Beverages,Gemini_Generated_Image_1m1vgm1m1vgm1m1v (1).png,Gemini_Generated_Image_1m1vgm1m1vgm1m1v (1),,,1.0,False,0.0,False,True,False,6.0,12,1076,6.0,10.0,Gemini_Generated_Image_1m1vgm1m1vgm1m1v (1),angry,0.0,430.37,221.38,C (Neutral)
