timestamp,category,stimulus,feature_tag,rating_1to5,reaction_time_ms,concentration_ratio,alert_triggered,multi_face_ratio,multi_face_alert_triggered,reliable_trial,valid_response,display_duration_sec,user_id,trial_id,emotion,gaze_x,gaze_y,attention_time,emotion_score,engagement_score,Product Features,Eye direction
2026-08-11T12:07:44,Beverages,Gemini_Generated_Image_1m1vgm1m1vgm1m1v (2).png,Gemini_Generated_Image_1m1vgm1m1vgm1m1v (2),,,0.823,False,0.177,True,False,False,6.0,7,5,NA,NA,NA,4.94,NA,8.23,Gemini_Generated_Image_1m1vgm1m1vgm1m1v (2),NA
2026-08-11T12:07:50,Beverages,Gemini_Generated_Image_1m1vgm1m1vgm1m1v (1).png,Gemini_Generated_Image_1m1vgm1m1vgm1m1v (1),,,0.5,False,0.5,True,False,False,6.0,7,6,NA,NA,NA,3.0,NA,5.0,Gemini_Generated_Image_1m1vgm1m1vgm1m1v (1),NA
