timestamp,category,stimulus,feature_tag,rating_1to5,reaction_time_ms,concentration_ratio,alert_triggered,multi_face_ratio,multi_face_alert_triggered,reliable_trial,valid_response,display_duration_sec,user_id,trial_id,emotion,gaze_x,gaze_y,attention_time,emotion_score,engagement_score,Product Features,Eye direction
2026-08-11T11:51:23,Beverages,Gemini_Generated_Image_1m1vgm1m1vgm1m1v (1).png,Gemini_Generated_Image_1m1vgm1m1vgm1m1v (1),,,1.0,False,0.0,False,True,False,6.0,7,1,NA,NA,NA,6.0,NA,10.0,Gemini_Generated_Image_1m1vgm1m1vgm1m1v (1),NA
2026-08-11T11:51:29,Beverages,Gemini_Generated_Image_1m1vgm1m1vgm1m1v (2).png,Gemini_Generated_Image_1m1vgm1m1vgm1m1v (2),,,0.896,False,0.104,True,True,False,6.0,7,2,NA,NA,NA,5.38,NA,8.96,Gemini_Generated_Image_1m1vgm1m1vgm1m1v (2),NA
